Mesh ID,Generic name,Common name,Synonyms,Tree
D000382,Agricultural Workers' Diseases,Agricultural Workers' Diseases,"Agricultural Workers' Diseases|Disease, Agricultural Worker's|Diseases, Agricultural Workers'|Diseases, Agricultural Worker|Disease, Agricultural Worker|Agricultural Worker's Diseases|Diseases, Agricultural Worker's|Workers' Diseases, Agricultural|Worker Disease, Agricultural|Worker's Disease, Agricultural|Worker Diseases, Agricultural|Agricultural Worker Diseases|Agricultural Worker Disease|Worker's Diseases, Agricultural|Agricultural Worker's Disease|Disease, Agricultural Workers'|Agricultural Workers' Disease|Agricultural Workers Disease|Agricultural Workers Diseases|Workers' Disease, Agricultural",C24.080
D000386,AIDS-Related Complex,AIDS-Related Complex,"AIDS-Related Complex|ARC|Syndrome, Lymphadenopathy|Lymphadenopathy Syndromes|Complex, AIDS-Related|AIDS Related Complex|Syndromes, Lymphadenopathy|Lymphadenopathy Syndrome",C01.925.782.815.616.400.080|C12.100.937.640.400.080|C01.778.640.400.080|C01.925.839.080|C01.221.812.640.400.080|C20.673.480.080|C01.925.813.400.080|C01.221.250.875.080
D000387,Ainhum,Ainhum,"Spontaneous Dactylolysis|Dactylolysis, Spontaneous|Dactylolyses, Spontaneous|Ainhum|Spontaneous Dactylolyses|Dactylolysis Spontanea",C05.116.264.143
D053120,Airway Obstruction,Airway Obstruction,"Obstruction, Airway|Choking|Airway Obstruction|Airway Obstructions|Obstructions, Airway",C08.618.846.185
D018458,Akinetic Mutism,Akinetic Mutism,"Mutism, Akinetic|Coma Vigil|Coma Vigilans|Akinetic Mutisms|Akinetic Autism|Autism, Akinetic|Akinetic Mutism|Vigil, Coma|Vigils, Coma",C10.228.140.042
D002609,Albinism,Albinism,Albinism,C16.320.290.040|C16.320.850.080|C18.452.648.100.102|C17.800.827.080|C17.800.621.440.102|C11.270.040|C16.320.565.100.102
D000419,Albuminuria,Albuminuria,Albuminurias|Albuminuria,C23.888.942.750.269|C12.050.351.968.934.734.269|C12.200.777.934.734.269|C12.950.934.734.269
D002609,Aleutian Mink Disease,Aleutian Mink Disease,"Aleutian Mink Disease|Aleutian Disease of Mink|Mink Disease, Aleutian|Disease, Aleutian Mink",C01.925.839.091|C22.062|C01.925.256.700.091|C11.270.040.772.270|C20.673.774.257.270
D000471,Alkalosis,Alkalosis,Alkaloses|Alkalosis,C18.452.076.354
D000472,"Alkalosis, Respiratory","Alkalosis, Respiratory","Respiratory Alkalosis|Respiratory Alkaloses|Alkaloses, Respiratory|Alkalosis, Respiratory",C18.452.076.354.271|C08.618.501.271
D050560,Alkaptonuria,Alkaptonuria,Alcaptonurias|Homogentisic Acid Oxidase Deficiency|Alcaptonuria|Homogentisic Acidura|Alkaptonuria,C16.320.565.100.187|C18.452.648.100.187
D000505,Alopecia,Alopecia,"Baldness|Pseudopelade|Hair Loss|Pattern Baldness|Baldness, Male Pattern|Alopecia, Androgenetic|Alopecia Cicatrisatas|Androgenetic Alopecia|Androgenic Alopecias|Male Pattern Baldness|Baldness, Pattern|Androgenic Alopecia|Male Pattern Alopecia|Alopecia|Loss, Hair|Losses, Hair|Alopecia, Male Pattern|Alopecias, Androgenic|Hair Losses|Alopecia Cicatrisata|Alopecia, Androgenic|Baldness, Female Pattern|Female Pattern Baldness",C17.800.329.937.122|C23.300.035
D000506,Alopecia Areata,Alopecia Areata,Alopecia Circumscripta|Alopecia Areata,C17.800.329.937.122.147
D000507,"Mucinosis, Follicular","Mucinosis, Follicular","Mucinoses, Follicular|Follicular Mucinosis|Alopecia Mucinosa|Follicular Mucinoses|Mucinosis, Follicular",C17.300.550.550|C17.800.329.937.122.550|C17.800.794.550
D000860,Altitude Sickness,Altitude Sickness,"Altitude Sickness|Altitude Hypoxias|Mountain Sickness|Hypoxia, Altitude|Altitude Hypoxia|Sickness, Mountain|Sickness, Altitude",C08.618.020
D000542,"Alveolitis, Extrinsic Allergic","Alveolitis, Extrinsic Allergic","Alveolitides, Extrinsic Allergic|Allergic Alveolitis, Extrinsic|Pneumonitis, Hypersensitivity|Extrinsic Allergic Alveolitis|Pneumonitides, Hypersensitivity|Hypersensitivity Pneumonitides|Allergic Alveolitides, Extrinsic|Alveolitis, Extrinsic Allergic|Hypersensitivity Pneumonitis|Extrinsic Allergic Alveolitides",C08.381.483.125|C20.543.480.680.075|C08.674.055
D000550,Amblyopia,Amblyopia,"Anisometropic Amblyopias|Eye, Lazy|Suppression Amblyopia|Amblyopia, Stimulus Deprivation-Induced|Amblyopia|Amblyopia, Suppression|Anisometropic Amblyopia|Deprivation-Induced Amblyopias, Stimulus|Deprivation-Induced Amblyopia, Stimulus|Developmental Amblyopias|Amblyopias, Stimulus Deprivation-Induced|Stimulus Deprivation-Induced Amblyopias|Amblyopia, Developmental|Stimulus Deprivation-Induced Amblyopia|Developmental Amblyopia|Amblyopias, Developmental|Lazy Eyes|Amblyopias, Anisometropic|Amblyopia, Anisometropic|Suppression Amblyopias|Amblyopia, Stimulus Deprivation Induced|Lazy Eye|Amblyopias|Amblyopias, Suppression|Stimulus Deprivation Induced Amblyopia|Eyes, Lazy",C23.888.592.763.941.073|C11.966.073|C10.597.751.941.073|C10.228.140.055
D000563,Amebiasis,Amebiasis,"Amebic Abscesses|Iodamoebiasis|Amoebiasis|Acanthamebiases|Amebic Abscess|Balamuthia Infections|Ameboma|Iodamoebiases|Acanthamebiasis|Acanthamoeba Infections|Acanthamoeba Infection|Amebiases|Amoebiases|Infection, Acanthamoeba|Abscesses, Amebic|Amebiasis|Balamuthia Infection|Infection, Balamuthia|Abscess, Amebic",C01.610.752.049
D000565,Ameloblastoma,Ameloblastoma,Ameloblastoma|Ameloblastomas,C04.557.695.065
D000567,Amelogenesis Imperfecta,Amelogenesis Imperfecta,Amelogenesis Imperfecta|Congenital Enamel Hypoplasia,C07.793.700.295.250|C16.131.850.800.295.250|C07.650.800.295.250
D009839,Amenorrhea,Amenorrhea,"Amenorrhea|Postpartum Amenorrheas|Postpartum Amenorrhea|Amenorrhea, Postpartum",C23.550.568.500
D000592,"Amino Acid Metabolism, Inborn Errors","Amino Acid Metabolism, Inborn Errors","Inborn Amino Acidopathies|Amino Acidopathies, Congenital|Inborn Errors, Amino Acid Metabolism|Amino Acidopathy, Inborn|Amino Acid Metabolism, Inborn Error|Amino Acid Metabolism, Inherited Disorders|Amino Acid Metabolism Disorders, Inborn|Amino Acidopathy, Congenital|Amino Acidopathies, Inborn|Inborn Amino Acidopathy|Congenital Amino Acidopathies|Inherited Errors of Amino Acid Metabolism|Amino Acid Metabolism, Inborn Errors|Congenital Amino Acidopathy",C18.452.648.100|C16.320.565.100
D014556,Renal Aminoacidurias,Renal Aminoacidurias,"Aminoacidurias, Renal|Aminoaciduria, Renal|Renal Aminoaciduria|Renal Aminoacidurias",C16.320.831.885|C12.050.351.968.419.815.885|C12.200.777.419.815.885|C12.950.419.815.885
D000652,Amniotic Band Syndrome,Amniotic Band Syndrome,"Ring Constrictions, Intrauterine|Amniotic Band Syndrome|Constrictions, Intrauterine Ring|Syndrome, Streeter|Grooves, Annular|Amputations, Intrauterine|Annular Groove|Band, Amniotic|Intrauterine Ring Constrictions|Constriction, Intrauterine Ring|Intrauterine Ring Constriction|Ring Constriction, Intrauterine|Amniotic Band|Streeter Syndrome|Annular Grooves|Groove, Annular|Intrauterine Amputations|Amputation, Intrauterine|Syndrome, Amniotic Band|Intrauterine Amputation|Amniotic Bands|Bands, Amniotic",C16.614.042
D012092,"Amputation, Traumatic","Amputation, Traumatic","Amputations, Traumatic|Traumatic Amputation|Amputation, Traumatic|Traumatic Amputations",C26.062
D010265,Amyloidosis,Amyloidosis,Amyloidoses|Amyloidosis,C18.452.845.500
D000690,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,"Guam Form of Amyotrophic Lateral Sclerosis|Amyotrophic Lateral Sclerosis With Dementia|Amyotrophic Lateral Sclerosis|Guam Disease|Charcot Disease|ALS - Amyotrophic Lateral Sclerosis|Sclerosis, Amyotrophic Lateral|Motor Neuron Disease, Amyotrophic Lateral Sclerosis|Lou-Gehrigs Disease|Gehrig Disease|Amyotrophic Lateral Sclerosis Parkinsonism Dementia Complex 1|Disease, Lou-Gehrigs|Gehrigs Disease|Amyotrophic Lateral Sclerosis, Parkinsonism-Dementia Complex of Guam|Amyotrophic Lateral Sclerosis, Parkinsonism Dementia Complex of Guam|Gehrig's Disease|Disease, Guam|Lou Gehrig Disease|Amyotrophic Lateral Sclerosis-Parkinsonism-Dementia Complex 1|Lou Gehrig's Disease|Amyotrophic Lateral Sclerosis, Guam Form|Dementia With Amyotrophic Lateral Sclerosis|ALS Amyotrophic Lateral Sclerosis",C10.668.467.250|C10.574.950.050|C10.228.854.139|C10.574.562.250|C18.452.845.800.050
D000694,Anal Gland Neoplasms,Anal Gland Neoplasms,"Neoplasms, Anal Gland|Neoplasm, Anal Gland|Anal Gland Neoplasms|Circumanal Gland Neoplasms|Perianal Gland Neoplasm|Perianal Gland Neoplasms|Neoplasm, Perianal Gland|Circumanal Gland Neoplasm|Neoplasms, Perianal Gland|Neoplasm, Circumanal Gland|Anal Gland Neoplasm|Neoplasms, Circumanal Gland",C06.301.371.411.307.790.040.040|C06.405.469.491.307.790.040.040|C04.588.274.476.411.307.790.040.040|C06.405.469.860.101.163.083|C04.588.083|C06.405.249.411.307.790.040.040|C06.405.469.860.180.500.040.040|C22.073
D010146,"Pain Insensitivity, Congenital","Pain Insensitivity, Congenital","Insensitivity To Pain, Congenital|Congenital Pain Indifferences|Congenital Analgesia|Analgesia, Congenital|Congenital Pain Insensitivity|Insensitivity, Congenital Pain|Pain Insensitivity, Congenital|Pain Indifference, Congenital|Congenital Insensitivity To Pain|Congenital Indifference to Pain|Congenital Pain Indifference|Channelopathy-Associated Insensitivity To Pain",C16.320.775|C10.668.829.700
D013189,Anaphylaxis,Anaphylaxis,"Anaphylactic Shock|Reaction, Anaphylactic|Anaphylaxis|Shock, Anaphylactic|Reaction, Anaphylactoid|Anaphylactoid Reaction|Anaphylactoid Reactions|Anaphylactic Reaction|Anaphylactoid Shock|Anaphylactic Reactions|Shock, Anaphylactoid",C20.543.480.099
D000708,Anaplasia,Anaplasia,Anaplasia|Anaplasias,C23.550.727.045|C04.697.045
D000711,Anaplasmataceae Infections,Anaplasmataceae Infections,"Infections, Anaplasmataceae|Anaplasmataceae Infection|Anaplasmataceae Infections|Haemobartonelloses|Haemobartonellosis|Infection, Anaplasmataceae",C01.150.252.400.054
D000712,Anaplasmosis,Anaplasmosis,"Anaplasma phagocytophilum Infection|Anaplasmosis, Human Granulocytic|Human Granulocytic Anaplasmoses|Human Anaplasmoses|Anaplasma Infection|Infections, Anaplasma|Anaplasmosis|Infection, Anaplasma|Anaplasma phagocytophilum Infections|Anaplasmoses, Human Granulocytic|Human Granulocytic Anaplasmosis|Human Anaplasmosis|Anaplasmosis, Human|Anaplasmoses, Human|Anaplasmoses|Granulocytic Anaplasmoses, Human|Granulocytic Anaplasmosis, Human|Anaplasma Infections",C01.920.930.163|C22.085|C01.150.252.400.054.500
D000724,Ancylostomiasis,Ancylostomiasis,Ancylostomiasis|Ancylostomiases,C01.610.335.508.700.775.455.154
D064451,Anemia,Anemia,Anemia|Anemias,C15.378.050
D000741,"Anemia, Aplastic","Anemia, Aplastic","Aplastic Anemias|Aplastic Anaemias|Aplastic Anaemia|Hypoplastic Anemia|Aplastic Anemia|Anemia, Hypoplastic|Anemia, Aplastic|Anaemia, Aplastic|Hypoplastic Anemias",C15.378.190.223.250|C15.378.050.085
D000742,"Anemia, Dyserythropoietic, Congenital","Anemia, Dyserythropoietic, Congenital","Anemia, Dyserythropoietic Congenital, Type II|Dyserythropoietic Anemia, Congenital|Anemia, Dyserythropoietic, Congenital, Type II|Dyserythropoietic Anemia, Congenital Type 1|Anemia, Dyserythropoietic Congenital, Type I|Anemia, Dyserythropoietic, Congenital Type 1|HEMPAS|Anemia With Multinucleated Erythroblasts|Dyserythropoietic Anemia, Congenital, Type I|Dyserythropoietic Anemia, Congenital, Type III|Hereditary Erythroblastic Multinuclearity with Positive Acidified-Serum Test|Congenital Dyserythropoietic Anemia Type 1|Anemia, Dyserythropoietic, Congenital, Type I|Anemia, Dyserythropoietic, Congenital Type 2|Anemias, Congenital Dyserythropoietic|Dyserythropoietic Anemia, HEMPAS Type|Anemia, Congenital Dyserythropoietic, Type II|Anemia, Dyserythropoietic Congenital, Type III|Congenital Dyserythropoietic Anemia, Type I|Dyserythropoietic Anemia, Congenital, Type II|Congenital Dyserythropoietic Anemia|Dyserythropoietic Anemia, Congenital Type 2|Hereditary Erythroblast Multinuclearity with Positive Acidified Serum|Congenital Dyserythropoietic Anemia, Type III|Anemia, Dyserythropoietic, Congenital|HEMPAS Anemia|Congenital Dyserythropoietic Anemias|Anemia, Congenital Dyserythropoietic|HEMPAS Anemias|Type I Congenital Dyserythropoietic Anemia|Congenital Dyserythropoietic Anemia Type II|Dyserythropoietic Anemias, Congenital|Anemia, Dyserythropoietic, Congenital, Type III",C16.320.070.095|C15.378.050.141.150.095
D000745,"Anemia, Hemolytic","Anemia, Hemolytic","Hemolytic Anemia|Acquired Hemolytic Anemia|Microangiopathic Hemolytic Anemias|Anemia, Acquired Hemolytic|Hemolytic Anemia, Microangiopathic|Anemia, Microangiopathic|Microangiopathic Hemolytic Anemia|Microangiopathic Anemia|Haemolytic Anaemia|Anemia, Hemolytic, Acquired|Haemolytic Anaemias|Hemolytic Anemia, Acquired|Anaemia, Haemolytic|Anemia, Hemolytic|Anemia, Microangiopathic Hemolytic",C15.378.050.141
D000744,"Anemia, Hemolytic, Autoimmune","Anemia, Hemolytic, Autoimmune","Cold Agglutinin Diseases|Cold Antibody Hemolytic Anemia|Autoimmune Hemolytic Anemia|Anemia, Hemolytic, Autoimmune|Anaemia, Autoimmune Haemolytic|Anemia, Hemolytic, Idiopathic Acquired|Autoimmune Haemolytic Anaemia|Agglutinin Disease, Cold|Autoimmune Haemolytic Anaemias|Anemia, Hemolytic, Cold Antibody|Hemolytic Anemia, Autoimmune|Cold Antibody Disease|Autoimmune Hemolytic Anemias|Idiopathic Autoimmune Hemolytic Anemia|Cold Antibody Diseases|Anemia, Autoimmune Hemolytic|Cold Agglutinin Disease|Haemolytic Anaemia, Autoimmune|Acquired Autoimmune Hemolytic Anemia",C15.378.050.141.125|C20.111.175
D000745,"Anemia, Hemolytic, Congenital","Anemia, Hemolytic, Congenital","Hereditary Hemolytic Anemia|Anemias, Congenital Hemolytic|Congenital Hemolytic Anemia|Hemolytic Anemia, Congenital|Anemia, Hereditary Hemolytic|Anemia, Hemolytic, Congenital|Hemolytic Anemias, Congenital|Hemolytic Anemias, Hereditary|Anemias, Hereditary Hemolytic|Anemia, Hemolytic, Hereditary|Anemia, Congenital Hemolytic|Hereditary Hemolytic Anemias|Hemolytic Anemia, Hereditary|Congenital Hemolytic Anemias",C16.320.070|C15.378.050.141.150
D000746,"Anemia, Hemolytic, Congenital Nonspherocytic","Anemia, Hemolytic, Congenital Nonspherocytic","Anemia, Hemolytic, Congenital Nonspherocytic|Anemia, Congenital Nonspherocytic Hemolytic|Anemia, Hemolytic Congenital, Nonspherocytic|Hemolytic Anemia, Congenital Nonspherocytic|Congenital Nonspherocytic Hemolytic Anemia",C16.320.070.100|C15.378.050.141.150.100
D000747,"Anemia, Hypochromic","Anemia, Hypochromic","Anemia, Hypochromic|Anemias, Hypochromic|Hypochromic Anemia|Chlorosis|Chloroses|Hypochromic Anemias",C15.378.050.196
D005365,"Anemia, Macrocytic","Anemia, Macrocytic","Anemia, Macrocytic|Macrocytic Anemia|Macrocytic Anemias|Anemias, Macrocytic",C15.378.050.252
D008534,"Anemia, Megaloblastic","Anemia, Megaloblastic","Megaloblastic Anemias|Anemia, Megaloblastic|Megaloblastic Anemia|Anemias, Megaloblastic",C15.378.050.252.196
D000750,"Anemia, Myelophthisic","Anemia, Myelophthisic","Anemias, Leukoerythroblastic|Anemia, Leukoerythroblastic|Anemia, Myelophthisic|Leukoerythroblastic Anemia|Myelophthisic Anemia|Myelophthisic Anemias|Leukoerythroblastic Anemias|Anemias, Myelophthisic",C15.378.050.307|C15.378.190.636.085
D000751,"Anemia, Neonatal","Anemia, Neonatal","Anemias, Neonatal|Neonatal Anemias|Neonatal Anemia|Anemia Neonatorum|Anemia, Neonatal",C16.614.053|C15.378.050.363
D012546,"Anemia, Pernicious","Anemia, Pernicious","Anemia, Pernicious|Pernicious Anemia|Addison Anemia|Anemia, Addison's|Addison's Anemia|Anemia, Addison|Anemia, Addisons|Addisons Anemia",C15.378.050.252.196.500|C18.654.521.500.133.699.923.280
D000753,"Anemia, Refractory","Anemia, Refractory","Refractory Anemias|Refractory Anemia|Anemia, Refractory|Anemias, Refractory",C15.378.190.625.062|C15.378.050.400
D000754,"Anemia, Refractory, with Excess of Blasts","Anemia, Refractory, with Excess of Blasts","Refractory Anemia with Excess of Blasts|Leukemias, Smoldering|RAEM|Smoldering Leukemias|RAEB|Leukemia, Smouldering|Leukemia, Smoldering|Smouldering Leukemia|Anemia, Refractory, with Excess of Blasts|Smoldering Leukemia",C15.378.050.400.080|C15.378.190.625.062.080
D000986,"Anemia, Sickle Cell","Anemia, Sickle Cell","Sickle Cell Anemias|Sickle Cell Diseases|Sickling Disorder Due to Hemoglobin S|Cell Disorders, Sickle|Anemia, Sickle Cell|Sickle Cell Disorders|Disease, Hemoglobin S|Hemoglobin S Diseases|Cell Diseases, Sickle|Anemias, Sickle Cell|Hemoglobin S Disease|Sickle Cell Disorder|HbS Disease|Sickle Cell Disease|Cell Disease, Sickle|Sickle Cell Anemia|Cell Disorder, Sickle",C15.378.050.141.150.150|C15.378.420.155|C16.320.365.155|C16.320.070.150
D000756,"Anemia, Sideroblastic","Anemia, Sideroblastic","Anemia, Sideroblastic|Sideroblastic Anemias|Sideroblastic Anemia|Anemias, Sideroblastic",C15.378.190.625.070|C15.378.050.419
D000509,Anencephaly,Anencephaly,"Hemicranial Anencephaly|Anencephaly, Partial|Anencephalia|Anencephalus|Partial Anencephalies|Anencephaly, Incomplete|Partial Anencephaly|Anencephalies, Partial|Brain Congenital Absence|Absence of Brain, Congenital|Anencephaly|Congenital Absence of Brain|Aprosencephaly|Aprosencephalies|Incomplete Anencephaly|Anencephaly, Hemicranial|Anencephalias",C16.131.085.197|C16.131.666.680.196|C10.500.680.196
D000783,Aneurysm,Aneurysm,"Aneurysms, Fusiform|Fusiform Aneurysm|Saccular Aneurysm|Aneurysms|Aneurysm, Fusiform|Aneurysm|Fusiform Aneurysms",C14.907.055
D000784,Aortic Dissection,Aortic Dissection,"Aortic Dissection|Aneurysm Aorta, Dissecting|Aortic Dissecting Aneurysms|Dissecting Aneurysm Aorta|Aortic Dissections|Dissecting Aneurysm|Aorta, Dissecting Aneurysm|Aortic Dissecting Aneurysm|Aneurysm, Dissecting|Dissecting Aneurysm Aortas|Dissecting Aneurysm, Aortic|Dissection, Aortic|Dissecting Aneurysms|Aneurysm, Aortic Dissecting",C14.907.109.070.500|C14.907.055.448.250
D000785,"Aneurysm, Infected","Aneurysm, Infected","Aneurysm, Mycotic|Fungal Aneurysm|Aneurysms, Bacterial|Aneurysms, Fungal|Bacterial Aneurysms|Aneurysm, Infected|Aneurysms, Infected|Infected Aneurysm|Aneurysms, Mycotic|Mycotic Aneurysms|Infected Aneurysms|Aneurysm, Bacterial|Fungal Aneurysms|Mycotic Aneurysm|Bacterial Aneurysm|Aneurysm, Fungal",C14.907.055.131|C01.069
D000787,Angina Pectoris,Angina Pectoris,Angor Pectoris|Stenocardias|Stenocardia|Angina Pectoris,C23.888.592.612.233.500|C14.280.647.187|C14.907.585.187
D000788,"Angina Pectoris, Variant","Angina Pectoris, Variant","Prinzmetal's Angina|Angina Pectoris, Variant|Prinzmetal Angina|Variant Angina Pectoris|Angina, Prinzmetal's|Prinzmetals Angina|Angina, Prinzmetal",C14.280.647.187.150.150|C14.907.585.187.150.500|C23.888.592.612.233.500.150.150
D000789,"Angina, Unstable","Angina, Unstable","Preinfarction Syndromes, Myocardial|Preinfarction Angina|Myocardial Preinfarction Syndrome|Unstable Anginas|Anginas, Preinfarction|Unstable Angina Pectori|Angina at Rest|Angina Pectori, Unstable|Syndromes, Myocardial Preinfarction|Anginas, Unstable|Unstable Angina Pectoris|Myocardial Preinfarction Syndromes|Preinfarction Anginas|Unstable Angina|Angina, Preinfarction|Angina, Unstable|Syndrome, Myocardial Preinfarction|Preinfarction Syndrome, Myocardial|Angina Pectoris, Unstable",C23.888.592.612.233.500.150|C14.280.647.187.150|C14.907.585.187.150
D012160,Angioid Streaks,Angioid Streaks,"Angioid Streak|Streaks, Angioid|Angioid Streaks|Streak, Angioid",C11.768.094
D000794,Angiokeratoma,Angiokeratoma,Angiokeratomas|Angiokeratoma,C04.557.645.115
D002518,Fabry Disease,Fabry Disease,"Ceramide Trihexosidase Deficiency|Fabry Disease|Angiokeratoma Corporis Diffusum|Hereditary Dystopic Lipidosis|Anderson Fabry Disease|alpha Galactosidase A Deficiency|alpha Galactosidase A Deficiency Disease|GLA Deficiency|Anderson-Fabry Disease|Deficiency, alpha-Galactosidase A|alpha-Galactosidase A Deficiency|Deficiency, Ceramide Trihexosidase|Fabry's Disease|Diffuse Angiokeratoma|Angiokeratoma Diffuse|Deficiency, GLA|Angiokeratoma, Diffuse|Lipidosis, Hereditary Dystopic|alpha-Galactosidase A Deficiency Disease",C16.320.565.189.435.825.200|C10.228.140.163.100.435.825.200|C16.320.565.398.641.803.300|C10.228.140.300.275.374|C14.907.253.329.374|C18.452.648.595.554.825.200|C18.452.584.563.641.803.300|C18.452.648.398.641.803.300|C16.320.565.595.554.825.200|C18.452.648.189.435.825.200|C18.452.132.100.435.825.200|C16.320.322.124
